REGION,CERCLE,ARRONDISSSEMENT,COMMUNE,VILLAGE,LAT,LONG
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,BAGUINTA,13.62535,-6.17946
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,BANI,13.67448,-6.19481
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,BOGNONIBOUGOU,13.58698,-6.19291
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,BOUGAN,13.57115,-6.19166
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,DJIBOUGOU,13.72599,-6.36378
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,DLABAN,13.73676,-6.34979
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,DLABAN WERE,13.73913,-6.34335
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,KABAN,13.60012,-6.17824
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,KOSSABOUGOU,13.58985,-6.27720
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,KOUROUKOUNA,13.58545,-6.21113
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,MARKABIBOUGOU,13.60538,-6.14710
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,NANGO,13.58423,-6.26336
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,NDOFINANA,13.77422,-6.31411
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,SAGALA-SAGALANI,13.65598,-6.27567
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,SAMALE,13.63543,-6.39659
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,SAMANKO,13.70498,-6.38051
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,SOKE,13.58574,-6.24789
SEGOU,SEGOU,DOURA,BAGUINDADOUGOU,TIOBA,13.62448,-6.31242
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,BAGUINEDA-CAMP,12.62174,-7.78043
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,BAGUINEDA-VILLAGE,12.62681,-7.78034
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,COLIMBA,12.62620,-7.75719
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,DICKO,12.55431,-7.65882
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,DOUGOURAKORO,12.65890,-7.84784
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,FARAKAN,12.66780,-7.69013
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,GNEGNELE,12.78654,-7.64784
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,GNOGNAN,12.63547,-7.74113
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,KAKABOUGOU,12.58595,-7.82436
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,KASSE DOUGOU OU KASSELA,12.60602,-7.66484
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,KOBALA OU KOBALAKOURA,12.62410,-7.80975
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,KOBALAKORO,12.58401,-7.72640
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,KOKOUM,12.65032,-7.69046
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,KONYINI,12.64124,-7.83286
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,MASSAKONE,12.64174,-7.71457
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,MOFA,12.69133,-7.69898
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,MOUNZOUN,12.50050,-7.66396
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,N'TIENEMA,12.65693,-7.67677
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,NEGNELA,12.77024,-7.64459
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,NGONIGO,12.54236,-7.67365
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,NYONYAKORO,12.56911,-7.69598
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,PALASSO,12.65937,-7.69941
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,SADIOUROUBOUGOU,12.58595,-7.72420
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,SEBELA,12.63708,-7.71675
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,SEBELAKORO,12.63850,-7.70921
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,SINKORO,12.70472,-7.72350
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,SORO,12.50633,-7.71544
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,SOUNDOUGOUBA,12.62214,-7.73066
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,TANIMA,12.70408,-7.71698
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,TANTEACORO,12.80140,-7.62792
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,TIEGUENA,12.58718,-7.81498
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,TIENFALA  VILLAGE,12.78305,-7.66667
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,TLOMADJO,12.80295,-7.64182
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,TOULOUMANDJO,12.78305,-7.66667
KOULIKORO,KATI,BAGUINEDA,BAGUINEDA CAMP,TYEMA,12.63372,-7.72345
KOULIKORO,KANGABA,NARENA,BALAN BAKAMA,BALAMASSAYA,12.18765,-8.74856
KOULIKORO,KANGABA,NARENA,BALAN BAKAMA,DJELIBANI,12.21991,-8.79570
KOULIKORO,KANGABA,NARENA,BALAN BAKAMA,KOMANACOUTA,12.28477,-8.93130
KOULIKORO,KANGABA,NARENA,BALAN BAKAMA,MANBILA,12.30118,-8.89310
KOULIKORO,KANGABA,NARENA,BALAN BAKAMA,NAMAKANA,12.22013,-8.89858
KOULIKORO,KANGABA,NARENA,BALAN BAKAMA,SELOFARA,12.21854,-8.83045
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,BADEKA,13.13975,-10.46378
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,BADIOKE,13.28928,-10.52801
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,BAMAFELE,13.26713,-10.51033
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,BANGASSI,13.27297,-10.49366
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,BARLAKOUROU,13.26994,-10.54255
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,FIRIA,13.21784,-10.24544
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,GOUBALAN,13.22079,-10.52935
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,KANBOU,13.05836,-10.26182
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,KENIEBA-BAFING,13.30698,-10.56414
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,KONDO-DOGNAN,13.25348,-10.49564
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,KOURCONDI,13.23996,-10.50710
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,MANANTALI,13.22211,-10.45792
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,NANTELA,13.20870,-10.45966
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,NOUNKALA,13.16765,-10.23136
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,SANDEGNAN-MADINADI,13.19000,-10.21192
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,SOBELA,13.24123,-10.49138
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,SOLLO,12.95586,-10.44738
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,TAGUABA,13.03333,-10.46667
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,TINTILA,13.22246,-10.49728
KAYES,BAFOULABE,BAMAFELE,BAMAFELE,TONDIDJI,13.05621,-10.26140
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,BADALABOUGOU,12.62121,-7.99643
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,BAGADADJI,12.65515,-7.99770
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,BAKARIBOUGOU,12.66106,-7.91914
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,BAMAKO-COURA,12.64595,-8.00177
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,BAMAKO-COURA BOLIBANA EX-BASE,12.64529,-8.01173
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,BOZOLA,12.64961,-7.99548
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,CENTRE COMMERCIAL,12.65547,-8.00459
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,DARSALAM,12.66157,-8.01477
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,DIANEGUELA,12.62546,-7.95515
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,DIELIBOUGOU,12.67558,-7.94402
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,DRAVELA,12.64839,-8.01187
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,DRAVELA BOLIBANA,12.64620,-8.00604
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,FALADIE,12.60676,-7.96159
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,FLABOUGOU-DAOUDABOUGOU,12.60111,-7.98262
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,HIPPODROME,12.67156,-7.97032
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,KALABANCOURA,12.60168,-8.00730
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,KOROFINA NORD,12.67131,-7.95423
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,KOROFINA SUD,12.66642,-7.95232
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,KOULOUBA/KOULOUBA-VILLAGE,12.66713,-8.01361
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,LASSA,12.63716,-8.01672
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,MAGNAMBOUGOU,12.62376,-7.96488
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,MEDINA-COURA,12.65742,-7.99434
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,MISSABOUGOU,12.66158,-7.96789
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,MISSALA,12.57076,-7.96656
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,MISSIRA,12.66423,-7.98705
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,NIARELA,12.64936,-7.98157
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,OUOLOFOBOUGOU BOLIBANA,12.64802,-8.01116
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,POINT G,12.67608,-8.00399
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,QUARTIER MALI,12.61623,-8.00562
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,QUARTIER SEMA,12.62418,-7.99048
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,QUINZAMBOUGOU,12.66279,-7.98080
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,SABALIBOUGOU,12.60525,-8.01040
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,SEBENINKORO,12.63951,-8.01069
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,SEMA II,12.60558,-7.96897
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,SOGONIKO,12.60555,-7.96122
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,SOKORODJI,12.61266,-7.94998
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,SOTUBA,12.65534,-7.92607
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,T-S-F,12.64866,-7.96238
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,TOROKOROBOUGOU,12.62615,-8.00336
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,YIRIMADIO,12.59639,-7.96088
KOULIKORO,KATI,KALABAN-CORO,BAMAKO,ZONE INDUSTRIELLE + BOUGOUBA,12.65295,-7.97075
MOPTI,KORO,DIANKABOU,BAMBA l,ANANA,14.67161,-3.11939
MOPTI,KORO,DIANKABOU,BAMBA l,ANDAPAGOU,14.65992,-3.09758
MOPTI,KORO,DIANKABOU,BAMBA l,BANTOUGOURI,14.65249,-3.07631
MOPTI,KORO,DIANKABOU,BAMBA l,BEDIE,14.68868,-3.09000
MOPTI,KORO,DIANKABOU,BAMBA l,BELMA,14.65667,-3.09688
MOPTI,KORO,DIANKABOU,BAMBA l,BENDE,14.69134,-3.09812
MOPTI,KORO,DIANKABOU,BAMBA l,DAGA,14.65548,-3.09156
MOPTI,KORO,DIANKABOU,BAMBA l,DAMASSONGO,14.64138,-3.13339
MOPTI,KORO,DIANKABOU,BAMBA l,DAMASSONGO,14.64138,-3.13339
MOPTI,KORO,DIANKABOU,BAMBA l,DEGUERE,14.65315,-3.09318
MOPTI,KORO,DIANKABOU,BAMBA l,DIANGA,14.68774,-3.09716
MOPTI,KORO,DIANKABOU,BAMBA l,GUINEDIA,14.65375,-3.12485
MOPTI,KORO,DIANKABOU,BAMBA l,INDAGANDOU,14.68714,-3.09197
MOPTI,KORO,DIANKABOU,BAMBA l,IREBANE,14.66685,-3.09827
MOPTI,KORO,DIANKABOU,BAMBA l,IREBANE,14.66685,-3.09827
MOPTI,KORO,DIANKABOU,BAMBA l,IREKANDA,14.65211,-3.08000
MOPTI,KORO,DIANKABOU,BAMBA l,KAOULI,14.61868,-3.14434
MOPTI,KORO,DIANKABOU,BAMBA l,KAOULI,14.61868,-3.14434
MOPTI,KORO,DIANKABOU,BAMBA l,KOMBOKO,14.67273,-3.06069
MOPTI,KORO,DIANKABOU,BAMBA l,KOUNDIANKA,14.65453,-3.07732
MOPTI,KORO,DIANKABOU,BAMBA l,MANDE,14.69114,-3.09244
MOPTI,KORO,DIANKABOU,BAMBA l,NIMBE,14.62739,-3.12986
MOPTI,KORO,DIANKABOU,BAMBA l,NIMBE,14.62739,-3.12986
MOPTI,KORO,DIANKABOU,BAMBA l,NINDE,14.62940,-3.13308
MOPTI,KORO,DIANKABOU,BAMBA l,NINDE,14.62940,-3.13308
MOPTI,KORO,DIANKABOU,BAMBA l,OGOLPEPE,14.64213,-3.12985
MOPTI,KORO,DIANKABOU,BAMBA l,OGOLPEPE,14.64213,-3.12985
MOPTI,KORO,DIANKABOU,BAMBA l,ONGO,14.65965,-3.12663
MOPTI,KORO,DIANKABOU,BAMBA l,PELINGA,14.70042,-3.08078
MOPTI,KORO,DIANKABOU,BAMBA l,SIGUERE,14.65518,-3.08012
MOPTI,KORO,DIANKABOU,BAMBA l,TEPERE,14.61600,-3.15560
MOPTI,KORO,DIANKABOU,BAMBA l,TOGO,14.63906,-3.11262
MOPTI,KORO,DIANKABOU,BAMBA l,TOMBOKO,14.68723,-3.09110
MOPTI,KORO,DIANKABOU,BAMBA l,TOURGO,14.65745,-3.12796
MOPTI,KORO,DIANKABOU,BAMBA l,WERE,14.61131,-3.15640
MOPTI,KORO,DIANKABOU,BAMBA l,YANDASSONGO,14.65246,-3.12503
GAO,BOUREM,BAMBA,BAMBA ll,ADIATA,16.98930,-1.46340
GAO,BOUREM,BAMBA,BAMBA ll,ADIOTA,17.00864,-1.46656
GAO,BOUREM,BAMBA,BAMBA ll,AHEL LAWAL,17.38187,-1.34324
GAO,BOUREM,BAMBA,BAMBA ll,AHEL SIDI CEDEG,17.28812,-1.45795
GAO,BOUREM,BAMBA,BAMBA ll,ARGAR SOBIRI,17.28292,-1.53726
GAO,BOUREM,BAMBA,BAMBA ll,BAHONDO,17.00169,-1.45436
GAO,BOUREM,BAMBA,BAMBA ll,BAHONDO -SADIA,16.99201,-1.44424
GAO,BOUREM,BAMBA,BAMBA ll,BAMBA BELLA,17.03807,-1.39657
GAO,BOUREM,BAMBA,BAMBA ll,BAMBA-ILE,17.02373,-1.41089
GAO,BOUREM,BAMBA,BAMBA ll,BAMBA-POSTE,17.03610,-1.39295
GAO,BOUREM,BAMBA,BAMBA ll,CHERIFFENE -ABACOIRA,17.46979,-1.39657
GAO,BOUREM,BAMBA,BAMBA ll,EGUEDECH,17.05414,-1.19269
GAO,BOUREM,BAMBA,BAMBA ll,GARBAME,17.00094,-1.20973
GAO,BOUREM,BAMBA,BAMBA ll,GARBANE,17.00816,-1.21672
GAO,BOUREM,BAMBA,BAMBA ll,GARBONE-SOURHAI,17.00094,-1.20973
GAO,BOUREM,BAMBA,BAMBA ll,GOUNDJI,17.02567,-1.41338
GAO,BOUREM,BAMBA,BAMBA ll,GOUNI-GOUNI,17.00479,-1.49104
GAO,BOUREM,BAMBA,BAMBA ll,HAMGOUDJI,17.04670,-1.13514
GAO,BOUREM,BAMBA,BAMBA ll,KADEYON TADEYNA,17.45275,-1.29036
GAO,BOUREM,BAMBA,BAMBA ll,KEL INSEYE,17.34151,-1.42374
GAO,BOUREM,BAMBA,BAMBA ll,KOIGOUROU,17.06403,-1.16437
GAO,BOUREM,BAMBA,BAMBA ll,KOMANGALI,17.17128,-1.44020
GAO,BOUREM,BAMBA,BAMBA ll,NHTAHANE,16.98809,-1.46089
GAO,BOUREM,BAMBA,BAMBA ll,OUAGAYE-SONRHAI,17.05626,-1.34814
GAO,BOUREM,BAMBA,BAMBA ll,SAGOUBERY,17.03601,-1.49342
GAO,BOUREM,BAMBA,BAMBA ll,TANKANE,17.00524,-1.36169
GAO,BOUREM,BAMBA,BAMBA ll,TINAFAGOT,17.02694,-1.19623
GAO,BOUREM,BAMBA,BAMBA ll,TINAFOZO,17.03543,-1.17913
GAO,BOUREM,BAMBA,BAMBA ll,TITLANE,17.00662,-1.52512
GAO,BOUREM,BAMBA,BAMBA ll,ZAMONE,17.00565,-1.29357
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,AKAWALENE,15.85446,-2.77578
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,BAMBARA-MAOUDE,15.85238,-2.77543
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,BELLAH ABDOUL KOUDESS,15.85748,-2.77771
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,BOUYA-HAWWA,15.85972,-2.77785
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,BOUYAHAWA,15.85223,-2.77488
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,CHCOUKANE KEL GOURBANA,15.85212,-2.77833
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,CHERIFFEN,15.85150,-2.77527
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,DAKA AMADOU,15.80543,-2.84085
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,DAKA-KONDJO,15.88368,-2.84533
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,DEBEY-FOUMBO,15.88512,-2.96158
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,FATI GALO,15.85974,-2.77497
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,IBOLOTENE,15.85542,-2.77575
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,IFOGASSE,15.85666,-2.78101
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,IKARKARATENE,15.85830,-2.77563
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,IKOULOUTENE,15.85566,-2.77581
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,IMEHELENE,15.85023,-2.77487
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,IMENES GUERISEN,15.85563,-2.77989
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,KARO-BELLAH,15.88667,-2.85269
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,KARO-PEULH,15.88442,-2.85569
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,KAYE-KAYE,15.83554,-2.67558
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,KEL DIA,15.85330,-2.78103
TOMBOUCTOU,GOURMA-RHAROUS,BAMBARA-MAOUDE,BAMBARA MAOUDE,TAIFO,15.78706,-2.89218
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,BAKARIBOUGOU,13.60599,-7.42126
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,BAMAROBOUGOU,13.48858,-7.57600
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,BANAMBA,13.57076,-7.44036
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,BOUADOUGOU,13.50970,-7.39725
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,BOUGOUNINA,13.59076,-7.48263
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,DANKOLA,13.60223,-7.42381
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,DIANGALAMBOUGOU,13.67047,-7.49693
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,DIASSANI,13.59188,-7.45700
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,DIATROUBOUGOU,13.62320,-7.41171
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,DIFIAN,13.55165,-7.37635
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,FADABOUGOU,13.58933,-7.51528
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,FALEMBOUGOU,13.49125,-7.44934
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,GALO-BAMBARA,13.49125,-7.46555
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,GALO-MARIKA,13.48403,-7.45776
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,GANA,13.45130,-7.44784
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,KASSELA,13.61919,-7.42989
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,KIBAN,13.58801,-7.46116
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,KOLONDIALAN,13.49222,-7.49723
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,KOUNA,13.57348,-7.49950
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,MADINANI,13.51952,-7.42793
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,NGALAMADIBI,13.50283,-7.47962
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,NGANOUKORO,13.70160,-7.38255
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,NGANOUMBA,13.68958,-7.41463
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,SABALIBOUGOU,13.52314,-7.49200
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,SINZENA,13.58310,-7.46500
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,TIONTALA,13.55329,-7.53195
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,TOMBA,13.45752,-7.46681
KOULIKORO,BANAMBA,BANAMBA,BANAMBA,ZAMBOUGOU,13.59244,-7.47335
KOULIKORO,KATI,SIBY,BANCOUMANA,BANKOUMANA,12.20812,-8.26226
KOULIKORO,KATI,SIBY,BANCOUMANA,DIGIDALA,12.25576,-8.36648
KOULIKORO,KATI,SIBY,BANCOUMANA,GOUANSOLO,12.27448,-8.37781
KOULIKORO,KATI,SIBY,BANCOUMANA,GWANSOLO,12.20000,-8.35000
KOULIKORO,KATI,SIBY,BANCOUMANA,KALAYA,12.22646,-8.28118
KOULIKORO,KATI,SIBY,BANCOUMANA,KIGNEROBA,12.12589,-8.33243
KOULIKORO,KATI,SIBY,BANCOUMANA,KOLLE,12.23663,-8.24597
KOULIKORO,KATI,SIBY,BANCOUMANA,MAKONO-SOMONO,12.17673,-8.24426
KOULIKORO,KATI,SIBY,BANCOUMANA,MISSIRA,12.25963,-8.32905
KOULIKORO,KATI,SIBY,BANCOUMANA,NANGUILABOUGOU,12.17412,-8.27348
KOULIKORO,KATI,SIBY,BANCOUMANA,NIAGANABOUGOU,12.15266,-8.31518
KOULIKORO,KATI,SIBY,BANCOUMANA,NYAME,12.22269,-8.39824
KOULIKORO,KATI,SIBY,BANCOUMANA,OUORONINA,12.08808,-8.39565
KOULIKORO,KATI,SIBY,BANCOUMANA,SAMAKO,12.25547,-8.27949
KOULIKORO,KATI,SIBY,BANCOUMANA,TEMA,12.23729,-8.34365
KOULIKORO,KATI,SIBY,BANCOUMANA,TIKO,12.15677,-8.39349
KAYES,KAYES,KAYES,BANGASSI,BAMBELLA,14.53706,-11.61539
KAYES,KAYES,KAYES,BANGASSI,BANGASSI-GOPELA,14.49215,-11.51303
KAYES,KAYES,KAYES,BANGASSI,BANGASSI-LIBERTE,14.48970,-11.50901
KAYES,KAYES,KAYES,BANGASSI,BANGASSI-NANGO,14.49180,-11.50711
KAYES,KAYES,KAYES,BANGASSI,BANGASSI-NANGO,14.49180,-11.50711
KAYES,KAYES,KAYES,BANGASSI,BONGOUROU,14.50756,-11.52787
KAYES,KAYES,KAYES,BANGASSI,DIAKALEL,14.47132,-11.46187
KAYES,KAYES,KAYES,BANGASSI,DIGUIDIAN-GOPELA,14.48740,-11.47356
KAYES,KAYES,KAYES,BANGASSI,DIGUIDIAN-PEULH,14.49263,-11.47925
KAYES,KAYES,KAYES,BANGASSI,GOUFRE OU BANGASSI MAURES,14.50102,-11.52416
KAYES,KAYES,KAYES,BANGASSI,KHASSO-QUINZAMBOUGOU DIABOUGOU,14.47665,-11.42630
KAYES,KAYES,KAYES,BANGASSI,LEGAL-SEGOU-QUARANTAINE-LAFIAB,14.46846,-11.43110
KAYES,KAYES,KAYES,BANGASSI,LIBERTE,14.47041,-11.42679
KAYES,KAYES,KAYES,BANGASSI,MADINEL,14.50050,-11.53103
KAYES,KAYES,KAYES,BANGASSI,PLATEAU,14.47090,-11.42540
KAYES,KAYES,KAYES,BANGASSI,SEGUE-MAURE,14.52215,-11.41308
KAYES,KAYES,KAYES,BANGASSI,SINTHIANE,14.50482,-11.46698
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,BANIRE-KORE,15.20610,-9.14760
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,BOUBACAR-DABAIL,15.28610,-9.12508
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,BOUYANGA,15.20478,-9.20982
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,FARA,15.18930,-9.17549
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,HOUNOUKROU _DABAYE,15.25663,-9.04999
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,KOIRA,15.26907,-9.05775
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,MAHAMAD,15.28982,-9.08007
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,MBEGUEDE,15.28652,-9.02605
KAYES,NIORO,TROUNGOUMBE,BANIERE KORE,MOUZERIGUE OULD HAMED,15.28777,-9.11140
